بیت کوین,اتریوم,لایت کوین,بیت کوین کش,تتر,ترون,بایننس کوین,استلار,ریپل,دوج کوین,دش,کاردانو,پولکادات,سولانا,آوالانچ,بورس,انس طلا,مثقال طلا,طلا ۱۸,سکه,دلار,نفت برنت,تاریخ و ساعت
25987.64,1645.36,65.19,189.95,"498,420",0.076373,217.76,0.119406,0.521559,0.063263,26.03,0.265950,4.58,20.46,10.32,"2,084,206.6","1,920.01","100,130,000","23,112,000","277,070,000","490,130",83.85,2023-08-29 00
